,t,t_p1_40samples,t_p2_40samples,t_p3_40samples,t_p4_40samples,t_p5_40samples,t_p6_40samples,t_p7_40samples,t_p8_40samples,t_p9_40samples,t_p10_40samples,t_p11_40samples,t_p12_40samples,t_p13_40samples,t-1,t-2,t-3,t-4,t+29
43,1.9334243817098957,2.303108996085995,0.47966597222586066,1.5089018235736513,2.2767847131838903,2.3525285317639866,2.94723679831067,-0.25306546127405377,-1.1009830455621408,0.44351255243912313,1.0332678878865869,1.021457749399606,0.9885701098181453,1.643679103135247,1.8739243569450412,1.8506759847585368,1.8647105680751994,1.914339524653584,8.127950884992792
44,2.026372510961208,2.3211793664806395,0.4546316240665189,1.5159461386960595,2.2980926954274925,2.365282977780211,2.94723679831067,-0.1564673656896658,-1.2121893535145094,0.43900119617251626,1.029237411739921,1.0190005184159643,0.9900539047578426,1.5396276561145719,1.9334243817098957,1.8739243569450412,1.8506759847585368,1.8647105680751994,8.145440331979197
45,2.149392097259527,2.339723940357225,0.43153043943651875,1.5229374755276197,2.319338554366439,2.3791861291712793,2.94723679831067,-0.07633439277805304,-1.2970255422003072,0.43460946630823133,1.0258037252440657,1.0168661730272457,0.9912872687075751,1.4390082584203077,2.026372510961208,1.9334243817098957,1.8739243569450412,1.8506759847585368,8.11895376436905
46,2.2995595658779355,2.3595072160069144,0.4105884272167659,1.5301457332952486,2.341345965121654,2.3949649598591285,2.94723679831067,-0.025669566553948895,-1.3515607006023151,0.4301862688589895,1.0229009277296994,1.0150276055998764,0.9923029475129154,1.3418294582152188,2.149392097259527,2.026372510961208,1.9334243817098957,1.8739243569450412,8.04883110193905
47,2.474956884017479,2.381245954604965,0.392717244188939,1.5377995550200378,2.3648274714198263,2.413412341520998,2.94723679831067,-0.017928889085856815,-1.384517128446602,0.4256209716467964,1.0205447842129478,1.0135082169289686,0.993105087211429,1.2477906630569757,2.2995595658779355,2.149392097259527,2.026372510961208,1.9334243817098957,7.93931279679696
48,2.674650200400413,2.4056260562336327,0.3796884525140511,1.546094747938094,2.3904089696017583,2.4354055192929773,2.94723679831067,-0.05644641463232903,-1.4123768764872606,0.420838096612296,1.0188237871692372,1.0123790906663062,0.9936743757025566,1.1563423369907941,2.474956884017479,2.2995595658779355,2.149392097259527,2.026372510961208,7.7972314824014095
49,2.898196867126491,2.433308616378798,0.37418614830761043,1.5551989000897248,2.41864361884029,2.4619110658447,2.94723679831067,-0.11344361023091169,-1.4232523069356904,0.4157937648664031,1.017889136980485,1.0117545506859988,0.9939732274649435,1.0965608135521334,2.674650200400413,2.474956884017479,2.2995595658779355,2.149392097259527,7.630493142392666
50,3.144933027157795,2.4649210620253954,0.3795186874032022,1.5652515573413253,2.450012437759444,2.4939667752607795,3.144933027157795,-0.11709236474328048,-1.3162400266778636,0.4104730345106066,1.0179404548417446,1.0117836281586712,0.993951682877138,1.2942570423992583,2.898196867126491,2.674650200400413,2.474956884017479,2.2995595658779355,7.446878682458419
51,3.413338165770656,2.5010361593695007,0.39882637279178956,1.576361713687279,2.4849162523790946,2.5326358494872494,3.413338165770656,0.01103391898375778,-0.9330577388598429,0.40488604519111093,1.0192037043753355,1.0126346394470822,0.9935547085434903,1.562662181012119,3.144933027157795,2.898196867126491,2.674650200400413,2.474956884017479,7.253329182625471
52,3.700688369638692,2.5421460513158003,0.43405837079772336,1.5886051988166812,2.523666477707387,2.578936450453964,3.700688369638692,0.2782608751306889,-0.25492970430491146,0.399061328914585,1.0219006644637079,1.0144721815330482,0.9927307191501258,1.8500123848801553,3.413338165770656,3.144933027157795,2.898196867126491,2.674650200400413,7.055659467015257
53,4.003049529943435,2.588638797154257,0.48541209860561285,1.6020238816585533,2.5664805174043384,2.633756960618224,4.003049529943435,0.6061160861923233,0.5074597824329699,0.3930364103372338,1.0262135024044239,1.0174293004932038,0.9914401809266409,2.152373545184898,3.700688369638692,3.413338165770656,3.144933027157795,2.898196867126491,6.858612186740757
54,4.315526617960529,2.6407821988693354,0.5515797387031536,1.616627287670747,2.6134837872416763,2.697771456223266,4.315526617960529,0.9027404432203847,1.1061934079118068,0.38684767199994496,1.032251077811563,1.021580445891498,0.9896627553611399,2.4648506332019924,4.003049529943435,3.700688369638692,3.413338165770656,3.144933027157795,6.666161044435174
55,4.632638684468606,2.6987163937720795,0.6304143108763083,1.6323961656664956,2.664717241682677,2.771370126376451,4.632638684468606,1.1201896118304624,1.4336474822751732,0.38052223309129085,1.0400240907460885,1.026921588638227,0.9874017321094342,2.7819626997100695,4.315526617960529,4.003049529943435,3.700688369638692,3.413338165770656,6.481901814216079
56,4.948717881851972,2.7624545825258258,0.7194994214831635,1.6492871505595517,2.7201481050008454,2.8546163906964006,4.948717881851972,1.2533739255239407,1.511831345298253,0.3740739469711979,1.0494341780318295,1.0333622890141085,0.984685186213524,3.0980418970934354,4.632638684468606,4.315526617960529,4.003049529943435,3.700688369638692,6.309303934562736
57,5.258283825352476,2.831890842997956,0.8164584198291145,1.6672378669212136,2.7796821048959983,2.947237706389753,5.258283825352476,1.3171801307473199,1.4122243804591266,0.3675040643511443,1.0602786920125256,1.040731394600537,0.9815640005224611,3.407607840593939,4.948717881851972,4.632638684468606,4.315526617960529,4.003049529943435,6.151641667461249
58,5.556384051818415,2.9068147544041514,0.9190791230368607,1.6861722977808444,2.8431770178035327,3.0486519071261435,5.556384051818415,1.3301813023040503,1.2044289197596179,0.36080548236065874,1.0722694675836077,1.0487946995958697,0.9781073986554526,3.705708067059878,5.258283825352476,4.948717881851972,4.632638684468606,4.315526617960529,6.011581827953669
59,5.838904588861252,2.9869335001343336,1.0253573055767264,1.7060066629337878,2.9104587339744787,3.1580261775869287,5.838904588861252,1.3081160134581578,0.940063877608512,0.3539685021835347,1.085061313779349,1.0572803771643728,0.9743968969659299,3.988228604102715,5.556384051818415,5.258283825352476,4.948717881851972,4.632638684468606,5.890582988157186
60,6.102844407122333,3.0719021422008823,1.133516901379877,1.7266561422248377,2.9813414334827586,3.2743615159252353,6.102844407122333,1.2626289672569009,0.6531491132913327,0.3469859371019535,1.098284644338832,1.0659068434970718,0.970519663542003,4.2521684223637966,5.838904588861252,5.556384051818415,5.258283825352476,4.948717881851972,5.788368241228211
61,6.3465254598887055,3.161361306594406,1.2420265984543775,1.7480424579405134,3.0556524347627114,3.39659173026439,6.3465254598887055,1.2018564095477546,0.36476607556240515,0.3398561090778243,1.1115765954344066,1.0744079530483617,0.9665622301344701,4.495849475130169,6.102844407122333,5.838904588861252,5.556384051818415,5.258283825352476,5.702723358053861
62,6.569693846163351,3.2549790063524098,1.3496130386042444,1.770101757394182,3.1332602315299716,3.5236832555956994,6.569693846163351,1.131350524473762,0.08744947200114161,0.3325833312486398,1.124605999890116,1.082551761077072,0.9626053579501151,4.719017861404814,6.3465254598887055,6.102844407122333,5.838904588861252,5.556384051818415,5.629746045416786
63,6.773470676089143,3.3524909625306165,1.4552640720812042,1.7927917282288863,3.214102180805917,3.6547214905297274,6.773470676089143,1.054866128532139,-0.171670479620317,0.3251764274855357,1.1370893907340953,1.090151034373251,0.958720610056399,4.922794691330607,6.569693846163351,6.3465254598887055,6.102844407122333,5.838904588861252,5.564486190722763
64,6.960131170978496,3.4537327707540966,1.5582154866094753,1.8160967121550702,3.2982072679004557,3.7889715695014625,6.960131170978496,0.9749295412441121,-0.40882962743315865,0.3176463605412595,1.1487972894782363,1.097065644912119,0.954968866100291,5.109455186219959,6.773470676089143,6.569693846163351,6.3465254598887055,6.102844407122333,5.501767378203684
65,7.132713126396538,3.5586580616050556,1.6579172739749737,1.8400298392048478,3.3857098091642177,3.9259058683024053,7.132713126396538,0.8932249267091901,-0.6223536480838545,0.3100040458219506,1.159551789605837,1.1031983967944676,0.9514007107603832,5.282037141638002,6.960131170978496,6.773470676089143,6.569693846163351,6.3465254598887055,5.436943459574894
66,7.294469803668536,3.667338886739002,1.7539781928137201,1.864631734165144,3.476851504055712,4.0651954456156405,7.294469803668536,0.8108490514107619,-0.8118664381962764,0.3022590710472227,1.1692174488538354,1.1084864451210867,0.9480584182247004,5.443793818909999,7.132713126396538,6.960131170978496,6.773470676089143,6.569693846163351,5.366421389927288
67,7.448189652978619,3.779946781390541,1.846089037660413,1.8899658609680674,3.571970955624768,4.206666424274054,7.448189652978619,0.7284740637378212,-0.977801834738731,0.2944195905815436,1.1776877462146869,1.1128903837970265,0.9449791656354315,5.597513668220082,7.294469803668536,7.132713126396538,6.960131170978496,6.773470676089143,5.287904894859658
