,t,t_p1_40samples,t_p2_40samples,t_p3_40samples,t_p4_40samples,t_p5_40samples,t_p6_40samples,t_p7_40samples,t_p8_40samples,t_p9_40samples,t_p10_40samples,t_p11_40samples,t_p12_40samples,t_p13_40samples,t-1,t-2,t-3,t-4,t+29
4910,-3.5772942309965927,0.5766710444995324,2.22059776484905,1.4114566110155167,1.9922097647794075,2.294254547084255,3.5772942309965927,-0.642388070226742,-1.1257861869001133,0.5103574753252722,1.1516129413903822,3.978445890369505,3.4546727875133025,6.493798584540128,-3.4581587239462817,-3.321639791926149,-3.1639909609675585,-2.9818969902020696,-0.2475948921716655
4911,-3.6823149050379325,0.4498466965229622,2.3134129853116487,1.4299484563896732,2.044752587931209,2.3567438747095912,3.6823149050379325,-0.5605810663660243,-1.2631148353959336,0.4970343284049072,1.1525814363164795,5.238993401364885,4.545443155937092,6.598819258581468,-3.5772942309965927,-3.4581587239462817,-3.321639791926149,-3.1639909609675585,-0.15232154468862824
4912,-3.775013229231379,0.31785807698378354,2.398517391243974,1.4478571027008793,2.0962901898413846,2.4194874319168567,3.775013229231379,-0.47650344775305087,-1.3801474652960573,0.4846695405222054,1.154175811937529,7.61184820242996,6.595050878472196,6.691517582774914,-3.6823149050379325,-3.5772942309965927,-3.4581587239462817,-3.321639791926149,-0.06640241485375535
4913,-3.8549639687309742,0.1804328521858471,2.474969555894935,1.4649066819454162,2.1459515868083288,2.481537893475474,3.8549639687309742,-0.3905927624929932,-1.4765087688071798,0.4733671999615362,1.1563811172302645,13.753248720579291,11.893352905589408,6.77146832227451,-3.775013229231379,-3.6823149050379325,-3.5772942309965927,-3.4581587239462817,0.007919906564423089
4914,-3.9193184931828564,0.03750050944555685,2.5416200724830693,1.4808777042326688,2.19299877489342,2.541896709360457,3.9193184931828564,-0.3031449655449846,-1.5521664455963378,0.4631756638977256,1.159096274225686,67.78299140311084,58.479172878363435,6.8358228467263915,-3.8549639687309742,-3.775013229231379,-3.6823149050379325,-3.5772942309965927,0.06863372180885303
4915,-3.963182527157631,-0.11070070171956985,2.597140192067104,1.4956036442959006,2.2368302608311788,2.5994983790361474,3.963182527157631,-0.21433935477069327,-1.6073454130449003,0.45409746330346656,1.16213484078591,-23.482221328833763,-20.206107333425766,6.879686880701167,-3.9193184931828564,-3.8549639687309742,-3.775013229231379,-3.6823149050379325,0.11406769484133525
4916,-3.9803951720290254,-0.2635730962541757,2.64009609056127,1.5089561380739522,2.2769486266310563,2.6532203347000625,3.9803951720290254,-0.12424071256999931,-1.6423854943513116,0.44610739049525416,1.1652526120563962,-10.06635492167774,-8.638774818031086,6.896899525572561,-3.963182527157631,-3.9193184931828564,-3.8549639687309742,-3.775013229231379,0.14296816810472118
4917,-3.9644544637513346,-0.42016461244659914,2.6690454465754447,1.5208256488977798,2.312910654345353,2.7019144874398813,3.9803951720290254,-0.032810649174248425,-1.657535418565005,0.4391727552772901,1.1681880069010413,-6.4306093550019785,-5.504772619658236,6.896899525572561,-3.9803951720290254,-3.963182527157631,-3.9193184931828564,-3.8549639687309742,0.15453961617860726
4918,-3.909421709924878,-0.5792150835267567,2.6826405684789196,1.531104368215056,2.344280586367226,2.7444581491860665,3.9803951720290254,0.06004823255749654,-1.6527299463574783,0.4332705979253814,1.1707037822801616,-4.738236671040158,-4.047340362915346,6.896899525572561,-3.9644544637513346,-3.9803951720290254,-3.963182527157631,-3.9193184931828564,0.14844613920638902
4919,-3.81077183308996,-0.7392272811312885,2.679734571807464,1.539675877002852,2.3706018062245016,2.779826316248713,3.9803951720290254,0.15440649601379736,-1.627421644332997,0.4283990382984709,1.172624735604988,-3.760448764816364,-3.206864609483314,6.896899525572561,-3.909421709924878,-3.9644544637513346,-3.9803951720290254,-3.963182527157631,0.12477709849090261
4920,-3.6662363996740996,-0.8985523443812375,2.6594935033322686,1.5464137922593193,2.391395616889849,2.8071875622871305,3.9803951720290254,0.2501836508609296,-1.5805394539220334,0.4245819283515786,1.1738699956045096,-3.1241224619142476,-2.6613870987522885,6.896899525572561,-3.81077183308996,-3.909421709924878,-3.9644544637513346,-3.9803951720290254,0.08398851794883237
4921,-3.4766689773632184,-1.0554861913618905,2.6215140074334635,1.5511902446332697,2.4061911750454232,2.826019602077361,3.9803951720290254,0.3469970291484345,-1.510639802579687,0.421866694901942,1.174478416921304,-2.6774576732557316,-2.2796993411545463,6.896899525572561,-3.6662363996740996,-3.81077183308996,-3.909421709924878,-3.9644544637513346,0.026842457086032785
4922,-3.246849543287722,-1.2083760460180941,2.565935019830199,1.5538943636139406,2.4145876932711734,2.8362290448025043,3.9803951720290254,0.44400342974538703,-1.416304197224773,0.4203150152803435,1.1746225049959194,-2.347141069329038,-1.9982088367506563,6.896899525572561,-3.4766689773632184,-3.6662363996740996,-3.81077183308996,-3.909421709924878,-0.045626249801875206
4923,-2.985959237917826,-1.355731798805629,2.4935184602681177,1.5544600514975913,2.416346051701894,2.8382464695636695,3.9803951720290254,0.5397626881989462,-1.2968005111170282,0.4199857272450394,1.1746026474828057,-2.0935161896063104,-1.7823186369388428,6.896899525572561,-3.246849543287722,-3.4766689773632184,-3.6662363996740996,-3.81077183308996,-0.13209309242044434
4924,-2.707274854565733,-1.496326279008361,2.405667095856732,1.5529001076117515,2.411498744220589,2.833059566853258,3.9803951720290254,0.6321549589120957,-1.1529458986236643,0.42091034729597876,1.1748127896159946,-1.8933434549654313,-1.61161290692477,6.870996342381192,-2.985959237917826,-3.246849543287722,-3.4766689773632184,-3.6662363996740996,-0.23088392794139329
4925,-2.4266315594950822,-1.629257097254542,2.304359338378431,1.549339810579798,2.400453848647444,2.822153548148324,3.9803951720290254,0.7183636903130585,-0.9880160429836158,0.4230645450106352,1.1756749873522836,-1.7321720144131518,-1.4733425760074603,6.808155185002381,-2.707274854565733,-2.985959237917826,-3.246849543287722,-3.4766689773632184,-0.33992548917328713
4926,-2.159608779599656,-1.7539413170688676,2.1920156455540467,1.5440389670414252,2.384056331742351,2.807355113638992,3.9803951720290254,0.7948895479261159,-0.8085325699619421,0.42634293862139466,1.177554018443549,-1.6005980851916737,-1.359256611690129,6.705861057066304,-2.4266315594950822,-2.707274854565733,-2.985959237917826,-3.246849543287722,-0.45678778063447384
