,t,t_p1_40samples,t_p2_40samples,t_p3_40samples,t_p4_40samples,t_p5_40samples,t_p6_40samples,t_p7_40samples,t_p8_40samples,t_p9_40samples,t_p10_40samples,t_p11_40samples,t_p12_40samples,t_p13_40samples,t-1,t-2,t-3,t-4,t+29
43,-0.3221392553431288,-0.10653938012721001,0.5753853464027865,0.6928826647848455,0.4800863871593486,0.5851657341069663,0.8829665964743975,0.18547059081950618,-1.3969717709595786,2.129456898834154,1.2188759143315182,-5.492482999321635,-4.5061871637146425,1.6669941478205097,-0.4586481463788555,-0.5773165704337787,-0.6772476847382364,-0.7580147515915745,-0.24898896487652852
44,-0.16978743836835303,-0.10171684877687301,0.5740250309995188,0.6881280723860271,0.4735202440057094,0.5829674549570463,0.8829665964743975,0.16377589217933697,-1.3886371118507792,2.1610357497415547,1.2311352309364354,-5.73127718728142,-4.655278350634197,1.6669941478205097,-0.3221392553431288,-0.4586481463788555,-0.5773165704337787,-0.6772476847382364,-0.36401123801387897
45,-0.0052338011779276,-0.09391857766900893,0.5731633308367137,0.6758573546116621,0.4567831637826739,0.5808071134612641,0.8829665964743975,0.1251431870465255,-1.3873254552144763,2.2191659482347554,1.2715160266668624,-6.1841557642425595,-4.863608192539763,1.6669941478205097,-0.16978743836835303,-0.3221392553431288,-0.4586481463788555,-0.5773165704337787,-0.49922191176376435
46,0.16605110605712542,-0.08349138352382379,0.5740034242551074,0.6735188071380512,0.45362758356866345,0.5800437416086058,0.8829665964743975,0.07292658580396648,-1.4031133667734437,2.2347728019926727,1.2786782872536837,-6.947348542177333,-5.433226333340414,1.6669941478205097,-0.0052338011779276,-0.16978743836835303,-0.3221392553431288,-0.4586481463788555,-0.6426747011796324
47,0.3370978076136301,-0.07094118359222626,0.5775630525587928,0.6778815543971943,0.45952340179195633,0.5819035411565192,0.8829665964743975,0.016111743633416876,-1.4393317819491238,2.204526726614506,1.2663197105682313,-8.202619574284693,-6.47752657234085,1.6669941478205097,0.16605110605712542,-0.0052338011779276,-0.16978743836835303,-0.3221392553431288,-0.7808500869575574
48,0.5002599542586172,-0.05690635531639084,0.5844112138284205,0.6893825376599241,0.47524828323043666,0.5871752720643157,0.8829665964743975,-0.033165272994509436,-1.4886677332501532,2.13239524564066,1.2355126631348783,-10.318272340579693,-8.351409620035005,1.6669941478205097,0.3370978076136301,0.16605110605712542,-0.0052338011779276,-0.16978743836835303,-0.9012471696201929
49,0.648284691112513,-0.04210166700884351,0.594500129097114,0.7035903600313227,0.49503939472900627,0.595989055152365,0.8829665964743975,-0.064674884873541,-1.5364941710041118,2.0472555292147154,1.2039224786920655,-14.15594909881304,-11.758189874643742,1.6669941478205097,0.5002599542586172,0.3370978076136301,0.16605110605712542,-0.0052338011779276,-0.994346092574815
50,0.7752419839254572,-0.02724525770807642,0.6071793461095519,0.7149667158373568,0.5111774047552557,0.6077903112172837,0.8829665964743975,-0.07438339829538528,-1.5696406440057604,1.977399983329788,1.1890007374412113,-22.30811386442177,-18.76206898948603,1.6669941478205097,0.648284691112513,0.5002599542586172,0.3370978076136301,0.16605110605712542,-1.054726344536354
51,0.8769793922646832,-0.012990725699360195,0.6213811211969259,0.7245311704895296,0.5249454170109279,0.6215168997977004,0.8829665964743975,-0.06507900036981931,-1.5831621420002682,1.921956041348018,1.1839648078778486,-47.84312394713336,-40.40924496133283,1.7599459887390807,0.7752419839254572,0.648284691112513,0.5002599542586172,0.3370978076136301,-1.0813357905288026
52,0.9510333631990514,0.00011532479000166407,0.6358781987200524,0.7325790880108589,0.5366721201908218,0.6358782091778783,0.9510333631990514,-0.043727888206236125,-1.5806139827038694,1.8787680115854413,1.1848541879756718,5513.8033129624855,4653.5711895341665,1.8339999596734489,0.8769793922646832,0.7752419839254572,0.648284691112513,0.5002599542586172,-1.0769681875376926
