,t,t_p1_40samples,t_p2_40samples,t_p3_40samples,t_p4_40samples,t_p5_40samples,t_p6_40samples,t_p7_40samples,t_p8_40samples,t_p9_40samples,t_p10_40samples,t_p11_40samples,t_p12_40samples,t_p13_40samples,t-1,t-2,t-3,t-4,t+29
43,0.6716136353572381,-0.16807219804890539,2.434714485008231,1.3225236782756158,1.7490688795996645,2.440508735338984,5.697205200452632,-1.05730200122985,-0.3036923143975798,0.6220399347011218,1.3953188258072373,-14.520597479357344,-10.406652021595644,7.864934662409002,0.687706735753365,0.7115703907744668,0.7459901342177986,0.7938521383131284,2.997238519328405
44,0.6612225123055534,-0.009111505229950767,2.2705674556388344,1.2831805282140625,1.6465522679877205,2.2705857372347262,5.437207941828761,-1.1517390007568167,-0.020833633576256005,0.6599593040238779,1.3789940236817673,-249.19985007208243,-180.71133434410785,7.604937403785131,0.6716136353572381,0.687706735753365,0.7115703907744668,0.7459901342177986,2.9762930892747432
45,0.6556799515684022,0.14321069210497825,2.0992182920567486,1.2451294914826838,1.5503474505599268,2.1040976070607655,5.1332427565453145,-1.2424664508597174,0.289193852357541,0.6987269008048306,1.3571780998516463,14.692322033597822,10.82564037483647,7.300972218501684,0.6612225123055534,0.6716136353572381,0.687706735753365,0.7115703907744668,2.957384801551575
46,0.655636823119362,0.28793268159659513,1.9225799000464352,1.2087306905922173,1.4610298823795385,1.9440212707668523,4.784688549309198,-1.3263399947681656,0.6221548148883116,0.7376689190183014,1.330582826684338,6.751652018059213,5.074206492566544,6.952418011265568,0.6556799515684022,0.6612225123055534,0.6716136353572381,0.687706735753365,2.935995441045449
47,0.6632817995387147,0.424131940317793,1.7429854429079292,1.1744063918289782,1.3792303731687594,1.7938467484672949,4.392495804600846,-1.3984306053532447,0.9690426403143055,0.7760720573065005,1.3006143015441003,4.229454511544695,3.251889900428936,6.560225266557216,0.655636823119362,0.6556799515684022,0.6612225123055534,0.6716136353572381,2.906145898882014
48,0.6821045709552991,0.5509969497066967,1.5631921506032629,1.1426580926352745,1.3056675166648837,1.6574580954865006,3.959492026539434,-1.451119680188311,1.3129605127914967,0.8132789783006952,1.2694335076361623,3.008107570048779,2.3696456348077946,6.127221488495804,0.6632817995387147,0.655636823119362,0.6556799515684022,0.6612225123055534,2.861497014203156
49,0.716409378705729,0.6678944848378257,1.3863534641853275,1.1140721541877667,1.241156764736571,1.5388498856403905,3.4905115746309523,-1.4728094204986522,1.6244260284675063,0.8487492853924882,1.239851346229421,2.304031430973779,1.8583126420604323,5.658241036587322,0.6821045709552991,0.6632817995387147,0.655636823119362,0.6556799515684022,2.7964673184183484
50,0.7706529383355221,0.7744235976619875,1.215969956202874,1.0893115872384265,1.1865997340919,1.4416361687345929,2.992286848150633,-1.4463220911662984,1.855081931168276,0.8819571093295397,1.2149304667069316,1.8615602276156666,1.5322360238947867,5.160016310107003,0.716409378705729,0.6821045709552991,0.6632817995387147,0.655636823119362,2.707076275650033
51,0.8487295313111088,0.870449007148531,1.0558396657876141,1.069097647245561,1.1429697793459936,1.368385499008362,2.473104867561384,-1.3477112832530949,1.9318763270285721,0.9119946944596244,1.19721931737456,1.5720455624287528,1.3130806858981923,4.640834329517753,0.7706529383355221,0.716409378705729,0.6821045709552991,0.6632817995387147,2.5913559573981
52,0.9533290778986266,0.9561098557850315,0.9100261170358637,1.054192019185543,1.111320813314492,1.3199596925727106,2.16772946195637,-1.1481466953032562,1.760267945010158,0.936942521743239,1.187739558873155,1.3805523335903003,1.1623359037566052,4.110038621836952,0.8487295313111088,0.7706529383355221,0.716409378705729,0.6821045709552991,2.449328753613559
